"wordFeatures","Prop","Index","Model","N","Mean","SD","SE"
"Head",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0680339071185862,0.0297571942421092,0.0133078218290043
"Mouth",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.085129426263166,0.0875982101147794,0.0391751105047913
"Mouth",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0875124660602008,0.0251473719848765,0.0112462466427315
"Mouth",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0918892643843426,0.0400033501061767,0.0178900420330269
"Mouth",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0560823244115719,0.0259111946478051,0.0115878385221442
"Mouth",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0471918242740678,0.0390894648114416,0.0174813401044939
"Mouth",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0660000092486398,0.030016368886528,0.0134237282535972
"Mouth",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0333591956774716,0.0258270710860573,0.0115502173216287
"Mouth",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0452241160121169,0.0127754546067878,0.00571335698884807
"Mouth",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0928903656731529,0.0349849952534458,0.0156457655158425
"Mouth",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0757739250913364,0.0466233288863045,0.0208505865454213
"Mouth",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0487396005762503,0.0356145159082046,0.0159272957112986
"Mouth",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0593027068856783,0.018925168526427,0.00846359266214604
"Mouth",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.106053526099067,0.0283975844801745,0.0126997858588926
"Mouth",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0747917955586466,0.0346728538821543,0.0155061716508829
"Mouth",40,"Difference (correlation to AoA)","Gpt-4o",5,0.067439126159938,0.0374988308032125,0.0167699869505492
"Mouth",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0424410777745384,0.0263965524700852,0.0118048971389501
"Mouth",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0817402023723817,0.0463486167964169,0.0207277315639754
"Mouth",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.122294621037335,0.0560739472274932,0.0250770315534821
"Mouth",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0540993943466737,0.0299197163843853,0.0133805039406
"Mouth",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0810268464441628,0.0388486773995341,0.0173736567002636
"Torso",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0328819493703848,0.127086912849673,0.0568349952364922
"Torso",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0268719869725093,0.0204046270301123,0.00912522661897213
"Torso",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0990450891553665,0.0615797097021607,0.0275392833857469
"Torso",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0338819099079222,0.0243361479488127,0.0108834562248075
"Torso",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0186433369042036,0.110766635222927,0.0495363451994773
"Torso",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00203376307561229,0.0437487120120338,0.0195650187973938
"Torso",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0742242151997337,0.0619201747805741,0.0276915439976063
"Torso",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0525703644283608,0.0490051512615272,0.0219157698936869
"Torso",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0146863559356523,0.0818237375120352,0.036592687850002
"Torso",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00898157656842846,0.107903700293827,0.0482560017761523
"Torso",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0721276638413444,0.0324521033498415,0.0145130218206189
"Torso",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0785965666866191,0.0380043057975574,0.0169960422402055
"Torso",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0315612389192829,0.0930665142670845,0.041620610466031
"Torso",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0225190499837887,0.0297183545119464,0.0132904521736299
"Torso",40,"Difference (correlation to AoA)","Gpt-4o",5,0.100073404832467,0.0519717289413359,0.023242463764204
"Torso",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0878926371473127,0.041294674871216,0.0184675400241582
"Torso",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0503889690938504,0.085842842684325,0.0383900863247942
"Torso",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0352198624172407,0.0778458131004048,0.0348137059712498
"Torso",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0818108313856578,0.0523653079278025,0.023418477637855
"Torso",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0770204362086939,0.0381886808189903,0.0170784972564609
