"category","wordFeatures","Index","Model","N","Mean","SD","SE"
"predicates","iconicity","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.11732693451025,0.0668261867915459,0.0133652373583092
"predicates","iconicity","Difference (correlation to AoA)","Gpt-4o",25,0.126074701020517,0.0908316025786991,0.0181663205157398
"predicates","iconicity","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0720998216096859,0.0529345287670776,0.0105869057534155
"predicates","babiness","Correlation coefficient (AoA)","Gpt-4o",25,-0.207144090540597,0.094100378982148,0.0188200757964296
"predicates","babiness","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.123864983945398,0.0731790033480914,0.0146358006696183
"predicates","babiness","Difference (correlation to AoA)","Gpt-4o",25,0.0595348988275034,0.0520631012738717,0.0104126202547743
"predicates","babiness","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0872595422166896,0.0535118747854381,0.0107023749570876
"predicates","valence","Correlation coefficient (AoA)","Gpt-4o",25,0.133018093158187,0.081671319204055,0.016334263840811
"predicates","valence","Correlation coefficient (AoA)","Llama-3.1-70B",25,0.127820022273358,0.066677031950343,0.0133354063900686
"predicates","valence","Difference (correlation to AoA)","Gpt-4o",25,0.0568616252183034,0.046610652296899,0.00932213045937979
"predicates","valence","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0461592259132196,0.0393390082667157,0.00786780165334314
"predicates","arousal","Correlation coefficient (AoA)","Gpt-4o",25,0.0632688872112841,0.0904931089092447,0.0180986217818489
"predicates","arousal","Correlation coefficient (AoA)","Llama-3.1-70B",25,0.168836264938006,0.0730184648738838,0.0146036929747768
"predicates","arousal","Difference (correlation to AoA)","Gpt-4o",25,0.09681356899138,0.063480541339649,0.0126961082679298
"predicates","arousal","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0456268182188377,0.0286363686030577,0.00572727372061155
"predicates","dominance","Correlation coefficient (AoA)","Gpt-4o",25,-0.0322938742644135,0.0791066202252689,0.0158213240450538
"predicates","dominance","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.095359428935377,0.0679533477529144,0.0135906695505829
"predicates","dominance","Difference (correlation to AoA)","Gpt-4o",25,0.0693241075221529,0.0603635892994626,0.0120727178598925
"predicates","dominance","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0937821346708795,0.0556205459725636,0.0111241091945127
"predicates","Auditory","Correlation coefficient (AoA)","Gpt-4o",25,-0.0576848961190512,0.094157148117414,0.0188314296234828
"predicates","Auditory","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0909122788874912,0.098279443808838,0.0196558887617676
"predicates","Auditory","Difference (correlation to AoA)","Gpt-4o",25,0.13616749318912,0.0751927832708813,0.0150385566541763
"predicates","Auditory","Difference (correlation to AoA)","Llama-3.1-70B",25,0.158354963271973,0.0772301861849295,0.0154460372369859
"predicates","Gustatory","Correlation coefficient (AoA)","Gpt-4o",25,-0.0106407054747193,0.105025800755525,0.0210051601511049
"predicates","Gustatory","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0303827269074414,0.0739670617117908,0.0147934123423582
"predicates","Gustatory","Difference (correlation to AoA)","Gpt-4o",25,0.0793743229259719,0.0701862169068034,0.0140372433813607
"predicates","Gustatory","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0611092289384164,0.0650881531721063,0.0130176306344213
"predicates","Haptic","Correlation coefficient (AoA)","Gpt-4o",25,-0.0832225659990044,0.0649442270504719,0.0129888454100944
"predicates","Haptic","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.144905478684826,0.0669068761472308,0.0133813752294462
"predicates","Haptic","Difference (correlation to AoA)","Gpt-4o",25,0.0518573942457284,0.0309467005798471,0.00618934011596942
"predicates","Haptic","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0706818686273291,0.0423203286964196,0.00846406573928392
"predicates","Interoceptive","Correlation coefficient (AoA)","Gpt-4o",25,-0.182257717967742,0.0743819201039853,0.0148763840207971
"predicates","Interoceptive","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.245099507166981,0.0860392062022484,0.0172078412404497
"predicates","Interoceptive","Difference (correlation to AoA)","Gpt-4o",25,0.0715086103683211,0.0476214346801948,0.00952428693603896
"predicates","Interoceptive","Difference (correlation to AoA)","Llama-3.1-70B",25,0.111988777156033,0.0536049634867099,0.010720992697342
"predicates","Olfactory","Correlation coefficient (AoA)","Gpt-4o",25,-0.026905304449042,0.0980717866530027,0.0196143573306005
"predicates","Olfactory","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0309673332719855,0.0837698926111582,0.0167539785222316
"predicates","Olfactory","Difference (correlation to AoA)","Gpt-4o",25,0.0912915056400161,0.0476234814218304,0.00952469628436607
"predicates","Olfactory","Difference (correlation to AoA)","Llama-3.1-70B",25,0.094263060091361,0.0648385639500378,0.0129677127900076
"predicates","Visual","Correlation coefficient (AoA)","Gpt-4o",25,-0.132979826207069,0.08295064949657,0.016590129899314
"predicates","Visual","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.142039741779348,0.0995960666866628,0.0199192133373326
"predicates","Visual","Difference (correlation to AoA)","Gpt-4o",25,0.073104616561325,0.0566418272470397,0.0113283654494079
"predicates","Visual","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0759779438408816,0.0569592705208332,0.0113918541041666
"predicates","Foot_leg","Correlation coefficient (AoA)","Gpt-4o",25,-0.197013974195821,0.0785831652512821,0.0157166330502564
"predicates","Foot_leg","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.160613952453789,0.0559908839919945,0.0111981767983989
"predicates","Foot_leg","Difference (correlation to AoA)","Gpt-4o",25,0.0664553217696171,0.0347768094536719,0.00695536189073438
"predicates","Foot_leg","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0605996792085214,0.0475309506311974,0.00950619012623947
"predicates","Hand_arm","Correlation coefficient (AoA)","Gpt-4o",25,-0.0189787037587113,0.0701384136965874,0.0140276827393175
"predicates","Hand_arm","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0148407566709419,0.0655282723254207,0.0131056544650841
"predicates","Hand_arm","Difference (correlation to AoA)","Gpt-4o",25,0.0482231921840271,0.0420932833836493,0.00841865667672987
"predicates","Hand_arm","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0662422121904337,0.0409381945154475,0.0081876389030895
"predicates","Head","Correlation coefficient (AoA)","Gpt-4o",25,-0.0180609925579236,0.0771568608639513,0.0154313721727902
"predicates","Head","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0716453140077124,0.117798547686415,0.0235597095372831
"predicates","Head","Difference (correlation to AoA)","Gpt-4o",25,0.126850896657835,0.0672323976436679,0.0134464795287336
"predicates","Head","Difference (correlation to AoA)","Llama-3.1-70B",25,0.113205542937716,0.0841786753086655,0.0168357350617331
"predicates","Mouth","Correlation coefficient (AoA)","Gpt-4o",25,-0.057457792947697,0.0874847779128903,0.0174969555825781
"predicates","Mouth","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.0372390936239244,0.0871166792261272,0.0174233358452255
"predicates","Mouth","Difference (correlation to AoA)","Gpt-4o",25,0.0716067547917893,0.0505364109621459,0.0101072821924292
"predicates","Mouth","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0879264286514933,0.0600194671804163,0.0120038934360833
"predicates","Torso","Correlation coefficient (AoA)","Gpt-4o",25,-0.22025528711543,0.109312262303791,0.0218624524607582
"predicates","Torso","Correlation coefficient (AoA)","Llama-3.1-70B",25,-0.238413309250928,0.075795403466223,0.0151590806932446
"predicates","Torso","Difference (correlation to AoA)","Gpt-4o",25,0.0950889994906041,0.0615253745871205,0.0123050749174241
"predicates","Torso","Difference (correlation to AoA)","Llama-3.1-70B",25,0.0714096667618768,0.0398372862011963,0.00796745724023925
